Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played,Year
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,Sunset,EDward Gaming,raze,0,1,1,2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,Sunset,EDward Gaming,sova,0,1,1,2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,Sunset,EDward Gaming,kayo,0,1,1,2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,Sunset,EDward Gaming,cypher,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,Sentinels,viper,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,Sentinels,jett,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,Sentinels,kayo,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,Sentinels,killjoy,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,Sentinels,gekko,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,Gen.G,viper,1,2,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,Gen.G,jett,1,2,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,Gen.G,kayo,1,2,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,Gen.G,killjoy,1,2,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,Gen.G,gekko,1,2,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,LOUD,viper,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,LOUD,jett,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,LOUD,sova,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,LOUD,killjoy,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,LOUD,harbor,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,EDward Gaming,viper,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,EDward Gaming,jett,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,EDward Gaming,kayo,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,EDward Gaming,sova,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,EDward Gaming,killjoy,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,Karmine Corp,viper,1,0,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,Karmine Corp,jett,1,0,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,Karmine Corp,killjoy,1,0,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,Karmine Corp,gekko,1,0,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,Karmine Corp,sage,1,0,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,FunPlus Phoenix,viper,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,FunPlus Phoenix,omen,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,FunPlus Phoenix,jett,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,FunPlus Phoenix,gekko,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Icebox,FunPlus Phoenix,reyna,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Sentinels,viper,4,0,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Sentinels,omen,4,0,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Sentinels,raze,4,0,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Sentinels,killjoy,4,0,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Sentinels,fade,4,0,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Paper Rex,omen,0,4,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Paper Rex,raze,0,4,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Paper Rex,jett,0,4,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Paper Rex,skye,0,4,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Paper Rex,cypher,0,3,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Paper Rex,astra,0,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Gen.G,viper,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Gen.G,omen,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Gen.G,raze,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Gen.G,killjoy,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Gen.G,fade,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Karmine Corp,viper,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Karmine Corp,omen,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Karmine Corp,raze,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Karmine Corp,killjoy,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Karmine Corp,fade,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Team Heretics,viper,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Team Heretics,omen,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Team Heretics,killjoy,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Team Heretics,gekko,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,Team Heretics,neon,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,FunPlus Phoenix,viper,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,FunPlus Phoenix,omen,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,FunPlus Phoenix,raze,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,FunPlus Phoenix,gekko,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Lotus,FunPlus Phoenix,chamber,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,Sentinels,viper,0,2,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,Sentinels,jett,0,2,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,Sentinels,kayo,0,2,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,Sentinels,sova,0,2,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,Sentinels,cypher,0,2,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,Gen.G,viper,3,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,Gen.G,jett,3,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,Gen.G,sova,3,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,Gen.G,yoru,3,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,Gen.G,astra,3,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,LOUD,viper,2,0,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,LOUD,jett,2,0,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,LOUD,kayo,2,0,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,LOUD,sova,2,0,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,LOUD,cypher,2,0,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,EDward Gaming,viper,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,EDward Gaming,jett,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,EDward Gaming,kayo,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,EDward Gaming,sova,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,EDward Gaming,cypher,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,FunPlus Phoenix,viper,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,FunPlus Phoenix,jett,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,FunPlus Phoenix,sova,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,FunPlus Phoenix,yoru,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Breeze,FunPlus Phoenix,astra,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Sentinels,omen,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Sentinels,jett,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Sentinels,kayo,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Sentinels,sova,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Sentinels,killjoy,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Paper Rex,viper,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Paper Rex,omen,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Paper Rex,raze,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Paper Rex,gekko,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Paper Rex,fade,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Gen.G,omen,2,0,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Gen.G,jett,2,0,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Gen.G,kayo,2,0,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Gen.G,sova,2,0,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Gen.G,killjoy,2,0,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,LOUD,viper,0,2,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,LOUD,omen,0,2,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,LOUD,kayo,0,2,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,LOUD,breach,0,2,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,LOUD,yoru,0,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,LOUD,phoenix,0,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Karmine Corp,omen,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Karmine Corp,jett,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Karmine Corp,kayo,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Karmine Corp,fade,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Ascent,Karmine Corp,breach,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,Sentinels,omen,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,Sentinels,raze,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,Sentinels,kayo,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,Sentinels,cypher,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,Sentinels,gekko,2,1,3,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,Paper Rex,viper,3,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,Paper Rex,omen,3,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,Paper Rex,kayo,3,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,Paper Rex,gekko,3,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,Paper Rex,sage,3,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,LOUD,viper,2,2,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,LOUD,omen,2,2,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,LOUD,sova,2,2,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,LOUD,breach,2,2,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,LOUD,phoenix,2,2,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,EDward Gaming,omen,0,2,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,EDward Gaming,raze,0,2,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,EDward Gaming,kayo,0,2,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,EDward Gaming,sova,0,2,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,EDward Gaming,cypher,0,2,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,Team Heretics,omen,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,Team Heretics,kayo,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,Team Heretics,sova,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,Team Heretics,cypher,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,Team Heretics,neon,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,FunPlus Phoenix,viper,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,FunPlus Phoenix,sova,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,FunPlus Phoenix,harbor,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,FunPlus Phoenix,phoenix,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Sunset,FunPlus Phoenix,chamber,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Sentinels,viper,2,0,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Sentinels,raze,2,0,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Sentinels,skye,2,0,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Sentinels,gekko,2,0,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Sentinels,brimstone,2,0,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Paper Rex,raze,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Paper Rex,fade,0,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Paper Rex,harbor,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Paper Rex,brimstone,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Paper Rex,reyna,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Paper Rex,skye,1,0,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Gen.G,viper,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Gen.G,raze,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Gen.G,skye,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Gen.G,cypher,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Gen.G,brimstone,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,EDward Gaming,raze,1,0,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,EDward Gaming,kayo,1,0,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,EDward Gaming,sova,1,0,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,EDward Gaming,cypher,1,0,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,EDward Gaming,brimstone,1,0,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Karmine Corp,viper,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Karmine Corp,omen,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Karmine Corp,raze,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Karmine Corp,skye,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Karmine Corp,yoru,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Team Heretics,viper,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Team Heretics,kayo,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Team Heretics,sova,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Team Heretics,yoru,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Bind,Team Heretics,astra,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Sentinels,viper,3,2,5,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Sentinels,omen,3,2,5,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Sentinels,raze,3,2,5,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Sentinels,skye,3,2,5,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Sentinels,cypher,3,2,5,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Paper Rex,viper,2,2,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Paper Rex,omen,2,2,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Paper Rex,raze,2,2,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Paper Rex,jett,2,2,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Paper Rex,yoru,0,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Paper Rex,skye,2,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Gen.G,viper,3,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Gen.G,omen,3,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Gen.G,raze,3,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Gen.G,jett,3,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Gen.G,skye,3,1,4,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,LOUD,viper,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,LOUD,omen,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,LOUD,raze,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,LOUD,skye,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,LOUD,breach,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,EDward Gaming,viper,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,EDward Gaming,omen,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,EDward Gaming,raze,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,EDward Gaming,skye,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,EDward Gaming,breach,1,1,2,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Karmine Corp,omen,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Karmine Corp,raze,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Karmine Corp,fade,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Karmine Corp,yoru,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Karmine Corp,astra,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Team Heretics,viper,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Team Heretics,omen,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Team Heretics,raze,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Team Heretics,cypher,0,1,1,2024
Champions Tour 2024: Masters Madrid,All Stages,All Match Types,Split,Team Heretics,breach,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,Evil Geniuses,omen,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,Evil Geniuses,kayo,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,Evil Geniuses,cypher,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,Evil Geniuses,jett,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,Evil Geniuses,sova,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,LOUD,omen,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,LOUD,viper,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,LOUD,kayo,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,LOUD,breach,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,LOUD,phoenix,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,NRG Esports,omen,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,NRG Esports,kayo,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,NRG Esports,jett,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,NRG Esports,sova,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,NRG Esports,killjoy,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,Sentinels,omen,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,Sentinels,kayo,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,Sentinels,cypher,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,Sentinels,jett,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Ascent,Sentinels,sova,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Icebox,Evil Geniuses,viper,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Icebox,Evil Geniuses,kayo,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Icebox,Evil Geniuses,killjoy,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Icebox,Evil Geniuses,gekko,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Icebox,Evil Geniuses,deadlock,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Icebox,LOUD,viper,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Icebox,LOUD,jett,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Icebox,LOUD,sova,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Icebox,LOUD,killjoy,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Icebox,LOUD,harbor,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Sunset,Evil Geniuses,omen,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Sunset,Evil Geniuses,cypher,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Sunset,Evil Geniuses,raze,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Sunset,Evil Geniuses,breach,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Sunset,Evil Geniuses,fade,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Sunset,LOUD,omen,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Sunset,LOUD,viper,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Sunset,LOUD,sova,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Sunset,LOUD,breach,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Sunset,LOUD,phoenix,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Sunset,NRG Esports,omen,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Sunset,NRG Esports,viper,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Sunset,NRG Esports,cypher,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Sunset,NRG Esports,jett,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Sunset,NRG Esports,skye,0,1,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Sunset,Sentinels,omen,1,0,1,2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Sunset,Sentinels,kayo,1,0,1,2024
