Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played,Year
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,DRX,viper,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,DRX,raze,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,DRX,killjoy,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,DRX,fade,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,Paper Rex,jett,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,Paper Rex,omen,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,Paper Rex,raze,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,Paper Rex,skye,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Lotus,Paper Rex,breach,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,DRX,kayo,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,DRX,viper,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,DRX,raze,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,DRX,cypher,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,DRX,brimstone,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,Paper Rex,raze,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,Paper Rex,skye,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,Paper Rex,harbor,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,Paper Rex,gekko,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Bind,Paper Rex,brimstone,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Lotus,T1,omen,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Lotus,T1,raze,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Lotus,T1,viper,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Lotus,T1,chamber,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Lotus,T1,fade,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Lotus,Paper Rex,omen,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Lotus,Paper Rex,raze,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Lotus,Paper Rex,breach,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Lotus,Paper Rex,skye,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Lotus,Paper Rex,jett,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Sunset,T1,omen,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Sunset,T1,raze,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Sunset,T1,gekko,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Sunset,T1,kayo,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Sunset,T1,cypher,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Sunset,Paper Rex,omen,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Sunset,Paper Rex,raze,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Sunset,Paper Rex,gekko,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Sunset,Paper Rex,breach,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,Sunset,Paper Rex,sage,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Bind,Gen.G,cypher,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Bind,Gen.G,viper,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Bind,Gen.G,raze,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Bind,Gen.G,brimstone,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Bind,Gen.G,skye,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Bind,DRX,cypher,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Bind,DRX,kayo,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Bind,DRX,viper,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Bind,DRX,raze,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Bind,DRX,brimstone,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Sunset,Gen.G,cypher,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Sunset,Gen.G,kayo,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Sunset,Gen.G,omen,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Sunset,Gen.G,jett,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Sunset,Gen.G,sova,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Sunset,DRX,cypher,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Sunset,DRX,omen,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Sunset,DRX,raze,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Sunset,DRX,gekko,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Sunset,DRX,breach,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Ascent,Gen.G,kayo,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Ascent,Gen.G,omen,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Ascent,Gen.G,jett,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Ascent,Gen.G,sova,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Ascent,Gen.G,killjoy,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Ascent,DRX,cypher,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Ascent,DRX,kayo,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Ascent,DRX,omen,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Ascent,DRX,viper,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Ascent,DRX,jett,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Lotus,T1,raze,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Lotus,T1,omen,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Lotus,T1,skye,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Lotus,T1,breach,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Lotus,T1,neon,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Lotus,Gen.G,viper,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Lotus,Gen.G,raze,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Lotus,Gen.G,omen,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Lotus,Gen.G,killjoy,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Lotus,Gen.G,fade,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Icebox,T1,viper,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Icebox,T1,sova,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Icebox,T1,reyna,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Icebox,T1,chamber,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Icebox,T1,sage,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Icebox,Gen.G,viper,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Icebox,Gen.G,gekko,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Icebox,Gen.G,killjoy,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Icebox,Gen.G,kayo,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Icebox,Gen.G,jett,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Bind,T1,viper,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Bind,T1,raze,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Bind,T1,gekko,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Bind,T1,kayo,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Bind,T1,harbor,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Bind,Gen.G,viper,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Bind,Gen.G,raze,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Bind,Gen.G,skye,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Bind,Gen.G,cypher,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,Bind,Gen.G,brimstone,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Lotus,Paper Rex,raze,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Lotus,Paper Rex,jett,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Lotus,Paper Rex,omen,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Lotus,Paper Rex,skye,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Lotus,Paper Rex,breach,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Lotus,Gen.G,raze,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Lotus,Gen.G,viper,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Lotus,Gen.G,omen,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Lotus,Gen.G,killjoy,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Lotus,Gen.G,fade,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Sunset,Paper Rex,raze,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Sunset,Paper Rex,omen,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Sunset,Paper Rex,gekko,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Sunset,Paper Rex,sage,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Sunset,Paper Rex,breach,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Sunset,Gen.G,jett,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Sunset,Gen.G,omen,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Sunset,Gen.G,kayo,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Sunset,Gen.G,cypher,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Sunset,Gen.G,sova,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Icebox,Paper Rex,viper,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Icebox,Paper Rex,jett,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Icebox,Paper Rex,kayo,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Icebox,Paper Rex,killjoy,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Icebox,Paper Rex,sage,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Icebox,Gen.G,viper,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Icebox,Gen.G,jett,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Icebox,Gen.G,kayo,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Icebox,Gen.G,gekko,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Icebox,Gen.G,killjoy,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Bind,Paper Rex,raze,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Bind,Paper Rex,skye,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Bind,Paper Rex,gekko,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Bind,Paper Rex,brimstone,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Bind,Paper Rex,harbor,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Bind,Gen.G,raze,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Bind,Gen.G,viper,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Bind,Gen.G,skye,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Bind,Gen.G,brimstone,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Bind,Gen.G,cypher,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Split,Paper Rex,raze,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Split,Paper Rex,viper,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Split,Paper Rex,jett,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Split,Paper Rex,omen,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Split,Paper Rex,skye,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Split,Gen.G,raze,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Split,Gen.G,viper,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Split,Gen.G,jett,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Split,Gen.G,omen,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Split,Gen.G,skye,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,Global Esports,omen,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,Global Esports,viper,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,Global Esports,raze,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,Global Esports,sova,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,Global Esports,gekko,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,Team Secret,omen,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,Team Secret,raze,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,Team Secret,sova,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,Team Secret,cypher,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,Team Secret,breach,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,T1,omen,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,T1,sova,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,T1,kayo,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,T1,cypher,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,T1,neon,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,DRX,omen,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,DRX,viper,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,DRX,raze,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,DRX,fade,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,DRX,cypher,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,ZETA DIVISION,omen,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,ZETA DIVISION,viper,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,ZETA DIVISION,sova,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,ZETA DIVISION,chamber,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,ZETA DIVISION,phoenix,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,DetonatioN FocusMe,omen,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,DetonatioN FocusMe,viper,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,DetonatioN FocusMe,raze,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,DetonatioN FocusMe,cypher,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,DetonatioN FocusMe,gekko,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Global Esports,viper,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Global Esports,killjoy,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Global Esports,jett,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Global Esports,gekko,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Global Esports,sage,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Team Secret,viper,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Team Secret,killjoy,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Team Secret,jett,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Team Secret,sova,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Team Secret,kayo,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Talon Esports,viper,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Talon Esports,killjoy,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Talon Esports,jett,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Talon Esports,kayo,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Talon Esports,gekko,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,ZETA DIVISION,viper,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,ZETA DIVISION,killjoy,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,ZETA DIVISION,jett,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,ZETA DIVISION,kayo,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,ZETA DIVISION,gekko,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,BLEED,killjoy,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,BLEED,jett,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,BLEED,kayo,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,BLEED,gekko,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,BLEED,harbor,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Rex Regum Qeon,viper,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Rex Regum Qeon,killjoy,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Rex Regum Qeon,jett,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Rex Regum Qeon,sova,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,Rex Regum Qeon,gekko,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,Global Esports,omen,0,2,2,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,Global Esports,killjoy,0,2,2,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,Global Esports,jett,0,2,2,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,Global Esports,sova,0,2,2,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,Global Esports,kayo,0,2,2,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,Talon Esports,omen,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,Talon Esports,killjoy,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,Talon Esports,jett,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,Talon Esports,sova,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,Talon Esports,kayo,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,T1,omen,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,T1,killjoy,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,T1,jett,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,T1,sova,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,T1,kayo,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,DRX,omen,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,DRX,killjoy,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,DRX,jett,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,DRX,sova,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,DRX,kayo,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,ZETA DIVISION,omen,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,ZETA DIVISION,killjoy,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,ZETA DIVISION,jett,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,ZETA DIVISION,sova,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,ZETA DIVISION,kayo,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,DetonatioN FocusMe,omen,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,DetonatioN FocusMe,viper,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,DetonatioN FocusMe,raze,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,DetonatioN FocusMe,kayo,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,DetonatioN FocusMe,cypher,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,Gen.G,omen,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,Gen.G,killjoy,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,Gen.G,jett,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,Gen.G,sova,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Ascent,Gen.G,kayo,1,0,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Lotus,Global Esports,omen,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Lotus,Global Esports,viper,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Lotus,Global Esports,raze,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Lotus,Global Esports,killjoy,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Lotus,Global Esports,fade,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Lotus,Team Secret,omen,0,1,1,2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Lotus,Team Secret,viper,0,1,1,2024
